timestamp,run_id,status,student_model,teacher_model,num_prompts,opd_microbatch_size,max_new_tokens,sampler_pods,sampler_nodes,trainer_nodes,teacher_nodes,reused_teacher,step_total_s,student_sampling_s,teacher_prefill_s,trainer_fwd_bwd_s,p2p_sync_s,notes
2026-05-16T03:26:00Z,opd-q35-c8-t7-1024p-20260516,discarded_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,149.76319334300933,221.74058211798547,105.95234544100822,107.56721072801156,10.379855720995693,"Steady non-warmup row with opd_prepare_concurrency=8: valid_tokens=219151, valid throughput 1463.3 tok/s total and 45.7 tok/s/trainer GPU. Prepare window 51.70s and window sampling throughput 3784.7 output tok/s, worse than c4. Removed generated c8 manifest after trial."
2026-05-16T03:38:00Z,opd-q35-c2-t8-1024p-20260516,discarded_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,138.96348201698856,105.9438925589784,28.16695462304051,110.17880287900334,9.736288578016683,"Steady non-warmup row with opd_prepare_concurrency=2: valid_tokens=218991, valid throughput 1575.9 tok/s total and 49.2 tok/s/trainer GPU. Prepare window 68.59s, window sampling throughput 2850.7 output tok/s, and window teacher prefill throughput 3192.8 tok/s. Worse than c4, so removed generated c2 manifest after trial."
2026-05-16T03:51:00Z,opd-q35-nr-c4-t9-1024p-20260516,discarded_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,152.2790165829938,128.71657503096503,43.64096294497722,117.28497398202308,10.163922072999412,"Trainer-side no_recompute variant with c4 client shape: valid_tokens=219282, valid throughput 1440.0 tok/s total and 45.0 tok/s/trainer GPU. It fit without OOM but steady fwd/bwd and optimizer queue were worse than c4; removed trial-only config and manifest after recording."
2026-05-16T04:06:00Z,opd-q35-mb64-c4-t10-1024p-20260516,discarded_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,64,192,16,"013 014 040 055","049 052 083 094","069 075",true,188.40548113899422,127.30093888402916,43.95743952598423,155.29698076698696,9.753478380996967,"Train microbatch 64 with prepare batch 128 and c4 concurrency: valid_tokens=219561, valid throughput 1165.4 tok/s total and 36.4 tok/s/trainer GPU. Smaller fwd/bwd chunks doubled microbatches and made trainer wall worse than c4; removed generated manifest after recording."
2026-05-16T04:24:00Z,opd-q35-c4-t11-2048p-20260516,discarded_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,2048,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,270.580789745989,238.0097051349294,71.59685534800519,236.70120540901553,10.057065277011134,"Scaled current c4 shape to 2048 prompts: valid_tokens=439689, valid throughput 1625.0 tok/s total and 50.8 tok/s/trainer GPU. Larger step improved sampler/teacher prepare-window throughput, but trainer fwd/bwd and queued futures dominated; worse than c4, so removed generated manifest after recording."
2026-05-16T04:29:00Z,opd-q35-64g-c4-t12-1024p-20260516,failed_scheduling,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,128,192,16,"013 014 040 055","036 048 050 059 065 078 096 112","069 075",true,,,,,,"64-GPU trainer scale trial did not start. Worker 4 on node 065 was rejected by kubelet with Predicate NodeAffinity failed because the manifest requires node-group=nccl but node 065 is node-group=default; several other pinned pods entered ContainerStatusUnknown during the failed launch. Jobs/service deleted and the manifest was discarded."
2026-05-16T04:37:00Z,opd-q35-48g-c4-t13-1024p-20260516,failed_node_start,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,128,192,16,"013 014 040 055","049 052 083 094 096 112","069 075",true,,,,,,"48-GPU trainer scale trial used six valid nccl nodes and dry-ran cleanly, but worker 5 on node 112 stayed Pending after volume attach with no container start while the other five trainer pods ran. The 6-node torchrun could not form, so jobs/service were deleted and the 6-node config/manifest were discarded."
2026-05-16T04:40:00Z,opd-q35-40g-c4-t14-1024p-20260516,failed_invalid_topology,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1024,128,192,16,"013 014 040 055","049 052 083 094 096","069 075",true,,,,,,"40-GPU trainer scale trial started on five nodes but failed during FSDP2 initialization: expert shard group size became 5 and FSDP cannot unevenly shard Qwen3.5 expert tensors shaped [32, 2048, 1024] along dim 1. This rules out non-power-of-two trainer node counts for EP=8; jobs/service were deleted and the 5-node config/manifest were discarded."
2026-05-16T04:51:00Z,opd-q35-c4-t15-1536p-20260516,success_previous_best,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1536,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,190.95136569600436,185.4827580380079,57.23943901999155,157.00531388900708,10.189285492000636,"Steady non-warmup row with current c4 async prepare shape scaled to 1536 prompts: valid_tokens=329378, valid throughput 1724.9 tok/s total and 53.9 tok/s/trainer GPU. Prepare window 66.54s; window sampling throughput 4413.0 output tok/s and teacher prefill throughput 4950.3 tok/s. Previous best, superseded by t16; kept manifest."
2026-05-16T05:06:00Z,opd-q35-c4-t16-1792p-20260516,success_current_best,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,201.8791690240032,208.10018734502955,62.35066500495304,168.06297672199435,9.725927111983765,"Steady non-warmup row with c4 async prepare shape scaled to 1792 prompts: valid_tokens=384823, valid throughput 1906.2 tok/s total and 59.6 tok/s/trainer GPU. Prepare window 73.95s; window sampling throughput 4637.4 output tok/s and teacher prefill throughput 5204.0 tok/s. New current best; kept manifest."
2026-05-16T05:23:00Z,opd-q35-c4-t17-1920p-20260516,discarded_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1920,128,192,16,"013 014 040 055","049 052 083 094","069 075",true,258.25532183700125,232.53158231000998,68.91231963600148,223.58980333298678,10.0610697119846,"Steady non-warmup row with c4 async prepare shape scaled to 1920 prompts: valid_tokens=412267, valid throughput 1596.4 tok/s total and 49.9 tok/s/trainer GPU. Fwd/bwd jumped to 223.6s and erased the extra-token amortization; worse than t16, so jobs were cleaned up and the generated t17 manifest was discarded."
2026-05-16T05:36:00Z,opd-q35-64g-mixed-c4-t18-1792p-20260516,failed_admission_node_selector,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 050 059 078 113 122","069 075",true,,,,,,"8x8 mixed default/nccl/unlabeled trial removed the nccl-only selector, but namespace admission injected node-group=default into pods without a selector. This made nccl and unlabeled nodeName pods fail NodeAffinity. Jobs/service and generated manifest were deleted."
2026-05-16T05:44:00Z,opd-q35-64g-16x4-c4-t19-1792p-20260516,failed_cuda_oom,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 063 064 067 087 088 099 110 041 051 057 071 077 122","069 075",true,,,,,,"16x4 labeled-node trial scheduled, but inherited CUDA_VISIBLE_DEVICES=0,1,2,3 on partially occupied default nodes. PyTorch used busy physical GPUs and workers OOMed during model materialization. Jobs/service and generated manifest were deleted."
2026-05-16T05:48:00Z,opd-q35-64g-16x4-c4-t20-1792p-20260516,failed_cuda_oom,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 063 064 067 087 088 099 110 041 051 057 071 077 122","069 075",true,,,,,,"Removed the explicit CUDA_VISIBLE_DEVICES override, but this cluster exposes NVIDIA_VISIBLE_DEVICES as /var/run/nvidia-container-devices and PyTorch still saw all physical GPUs. Partial-node workers again used busy devices and OOMed. Jobs/service and generated manifest were deleted."
2026-05-16T05:52:00Z,opd-q35-64g-16x4-c4-t21-1792p-20260516,failed_cuda_oom,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 063 064 067 087 088 099 110 041 051 057 071 077 122","069 075",true,,,,,,"Added CDI UUID-to-index mapping, but node 071 was assigned physical GPUs 0,1,2,3 even though those GPUs were already memory-full. Worker 13 OOMed during model materialization. Jobs/service and generated manifest were deleted."
2026-05-16T05:56:00Z,opd-q35-64g-16x4-c4-t22-1792p-20260516,failed_cuda_oom,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 063 064 067 087 088 099 110 041 051 057 105 077 122","069 075",true,,,,,,"Swapped node 071 for node 105, but node 105 had the same bad assignment pattern: physical GPUs 0,1,2,3 were memory-full while 4,5,6,7 were free. Worker 13 OOMed. Jobs/service and generated manifest were deleted."
2026-05-16T06:06:00Z,opd-q35-64g-16x4-c4-t23-1792p-20260516,failed_deepep_invalid_resource_handle,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 083 063 064 067 087 088 099 110 041 051 057 071 077 122","069 075",true,,,,,,"Pinned free physical GPUs explicitly per node, e.g. default partial nodes used 4,5,6,7. Startup, weight load, sampling, teacher prefill, and forward_backward submission began, but trainer fwd/bwd failed before any profile row with DeepEP CUDA invalid resource handle from deep_ep.cpp:113. Jobs/service and generated manifest were deleted."
2026-05-16T19:50:17Z,opd-q35-64g-8x8-c4-t24-1792p-20260516,failed_kubelet_admission_capacity_race,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 096 001 036 065 089 122","069 075",true,,,,,,"Clean 8x8 labeled default/nccl manifest passed server dry-run with explicit per-pod node-group selectors, but a concurrent er-p2prun-05161945 encoded-reasoning launch consumed several selected nodes between capacity check and apply. Pods failed before user code with UnexpectedAdmissionError Requested:8 Available:4/0. Jobs/service were deleted; generated t24 manifest and trial-only 8-node config were discarded."
2026-05-16T20:01:02Z,opd-q35-64g-16x4-c4-t25-1792p-20260516,failed_deepep_cpu_recv_timeout_16x4,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 049 052 052 096 096 063 064 067 087 088 110 041 057 071 105","069 075",true,,,,,,"16x4 trainer layout using both default and nccl nodes got through startup, sampling, teacher prefill, and fwd/bwd submission, but warm fwd/bwd failed before any profile row. Server reported DeepEP CPU recv timeout plus cross-rank invalid device context/resource handle from deep_ep.cpp:113. Jobs/service were deleted; generated 16x4 manifest and config were discarded."
2026-05-16T20:11:00Z,opd-q35-64g-8x8-c4-t26-1792p-20260516,failed_node_start_cordoned_112,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","049 052 096 112 046 001 089 122","069 075",true,,,,,,"Clean 8x8 attempt avoided 16x4 DeepEP topology, but worker 3 on node 112 remained Pending after volume attach and never started user code. Node 112 later showed unschedulable=true and no Weka accessible label. Jobs/service were deleted, the stuck pod was force-deleted, and the generated t26 manifest was discarded."
2026-05-16T20:15:56Z,opd-q35-64g-8x8-c4-t27-1792p-20260516,discarded_interrupted_no_profile,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","048 049 052 078 096 100 116 125","069 075",true,,,,,,"8x8 full-node trainer reached OPD step 0 and submitted forward/backward chunks, but was terminated while the client was still polling retrieve_future. No optimizer/sync completion and no profile row."
2026-05-16T20:29:40Z,opd-q35-64g-8x8-dyn-t28-1792p,discarded_rank0_rendezvous_no_profile,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"013 014 040 055","048 049 052 078 096 100 116 125","069 075",true,,,,,,"8x8 dynamic retry spawned torchrun then waited for the rank-0 address file and was terminated after about 30s. No trainer readiness or profile row."
2026-05-16T21:11:41Z,opd-q35-64g-dyn-t29-1792p,failed_kubelet_admission_half_available,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"036 044 048 051 060 061 079 089 100 113 116 117 122 125 050 059","049 052 063 064 067 087 088 096","075 077",true,,,,,,"8x8 retry with refreshed one-pod-per-node sampler admitted only part of the trainer set; several selected nodes rejected 8-GPU pods with only 4 GPUs available. No profile row; jobs/service were deleted."
2026-05-16T21:15:27Z,opd-q35-c4-t30-1792p-1ppn,success_nonwinning,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"036 044 048 051 060 061 079 089 100 113 116 117 122 125 050 059","049 052 096 069","075 077",true,216.5098065470229,216.72133883810602,75.14607585599879,180.07081012200797,10.319512168993242,"Steady non-warmup row with one-pod-per-node sampler: valid_tokens=384704, valid throughput 1776.8 tok/s total and 55.5 tok/s/trainer GPU. P2P sync succeeded to 16 endpoints, 69.32GB in 10.07s transfer. Slower than t16 current best, but confirms the no-colocation sampler deployment works end-to-end."
2026-05-16T21:38:00Z,opd-q35-1ppn-s1-20260516-dispatch-routing-fix-bench,sampling_benchmark,Qwen3.5-35B-A3B,,2048,,192,16,"036 044 048 051 060 061 079 089 100 113 116 117 122 125 050 059",,,false,24.67899969301652,24.67899969301652,,,,,"After restarting only the OPD Dispatch pod with routing-load accounting fix: 2048/2048 success, 0 errors, exactly 128 requests per backend, 392089 completion tokens, 15887.6 completion tok/s at concurrency=1024."
2026-05-16T22:37:56Z,opd-q35-1ppn-s1-20260516-dispatch-pending-retry-fix-bench,sampling_benchmark,Qwen3.5-35B-A3B,,4096,,192,16,"036 044 048 051 060 061 079 089 100 113 116 117 122 125 050 059",,,false,47.7472901949659,47.7472901949659,,,,,"After restarting only the OPD Dispatch pod with pending-request load accounting and retry routing load fix: 4096/4096 success, 0 errors, backend requests balanced 255-258, 782705 completion tokens, 16392.7 completion tok/s at concurrency=1024."
2026-05-16T21:53:17Z,opd-q35-c4-t31-1792p-dfix,success_nonwinning_dispatch_fix,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"036 044 048 051 060 061 079 089 100 113 116 117 122 125 050 059","049 052 096 069","075 077",true,216.8123167809681,209.05905583896674,64.60802223393694,182.61377473396715,9.806406851042993,"Steady non-warmup row after Dispatch routing-load fix: valid_tokens=384075, valid throughput 1771.5 tok/s total and 55.4 tok/s/trainer GPU. Sampling recovered to 209.1s and teacher prefill to 64.6s; fwd/bwd at 182.6s keeps it slower than t16. P2P sync succeeded to 16 endpoints, 69.32GB in 9.56s transfer."
2026-05-16T22:56:19Z,opd-q35-c4-t34-1792p-pfix,discarded_nonwinning_overprovisioned_sampler,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"036 044 048 051 060 061 079 089 100 113 116 117 122 125 050 059","049 052 096 098","075 077",true,221.65410128299845,212.28473837295314,66.82255584379891,187.51881759200478,9.838329606980551,"Steady non-warmup row with pending-load Dispatch fix and fallback trainer node 098: valid_tokens=384008, valid throughput 1732.5 tok/s total and 54.1 tok/s/trainer GPU. P2P sync succeeded to 16 endpoints, 69.32GB in 9.60s transfer. Slower than t16 and t31; trainer jobs were deleted and the generated t34 manifest was discarded. This run also highlighted that the 16 one-pod-per-node TP2 sampler deployment reserves 128 GPUs while launching tp-size=2, so the next test should replace it with a 4-pod TP8 sampler shape."
2026-05-16T23:09:00Z,opd-q35-c4-t35-1792p-tp8s,discarded_p2p_failure_tp8_sampler,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,4,"036 044 048 051","049 052 096 069","075 077",true,442.57395991595695,216.55598450696561,64.89392540801782,202.31197205296485,40.88521333702374,"TP8 four-pod sampler loaded and OPD warm step reached optimizer/sync, but P2P sync failed with Mooncake ret=-1 during small-entry transfer to 10.42.43.47:15589. This shape also only reached about 5.3k completion tok/s in sampler preflight, so it was deleted and discarded."
2026-05-16T23:20:28Z,opd-q35-tp2-pack4-s1-20260516-dispatch-bench,sampling_benchmark,Qwen3.5-35B-A3B,,2048,,192,16,"036 044 048 051",,,false,49.959731913986616,49.959731913986616,,,,,"Packed TP2 sampler benchmark through Dispatch: 16 TP2 pods on four clean 8-GPU nodes, each pod requests 2 GPUs and pins disjoint physical CUDA_VISIBLE_DEVICES pairs. Result: 2048/2048 success, 0 errors, exactly 128 requests per backend, 393206 completion tokens, 7870.5 completion tok/s. This fixes the 128-GPU reservation problem while preserving the 32-rank sampler shape."
2026-05-16T23:35:42Z,opd-q35-c4-t36-1792p-pack4,success_current_practical_sampler,Qwen3.5-35B-A3B,Qwen3.5-397B-A17B,1792,128,192,16,"036 044 048 051","040 053 058 060","075 077",true,203.2777616219828,215.80464165314334,64.6039596630144,169.32230871298816,8.233314696000889,"Steady non-warmup row with packed TP2 sampler: valid_tokens=383959, valid throughput 1888.8 tok/s total and 59.0 tok/s/trainer GPU. P2P sync succeeded to all 16 endpoints, 69.32GB in 7.99s transfer and 8.23s client wall. This is slightly below t16's best throughput but uses 32 sampler GPUs instead of the one-pod-per-node workaround's 128 reserved GPUs, so it is the current practical OPD sampler deployment."
2026-05-17T05:37:33Z,opd-q36fp8-q35t-05170523,success_fp8_p2p_smoke,Qwen3.6-35B-A3B BF16 trainer + FP8 sampler,Qwen3.5-397B-A17B,128,32,192,16,"064 067 087 088 098 099 110","061 089 122 125","075 077",true,181.69239602598827,60.7638189609861,2.9674711889820173,59.67082541901618,104.82442077895394,"Steady non-warmup row validated Qwen3.5-397B teacher prefill into Qwen3.6-35B BF16 training with FP8 SGLang receivers. P2P sync succeeded to 16 endpoints with quantization={fp8,e4m3,block=[16,128]}, 67.91GB payload in 27.80s transfer; full sync wall was 104.82s because backend init/setup dominated. Small 128-prompt/concurrency-1 shape intentionally under-saturates samplers and is a correctness smoke, not a throughput winner. Resources were deleted after recording."
2026-05-17T06:03:41Z,opd-q36fp8-q35t-c4-1792p-05170545,success_q36fp8_c4_1792p,Qwen3.6-35B-A3B BF16 trainer + FP8 sampler,Qwen3.5-397B-A17B,1792,128,192,16,"001 046 061 089","100 122 125 096","075 077",true,358.4471930710133,268.44578357506543,66.82501906401012,226.57118748000357,102.77067273302237,"Steady non-warmup row with packed TP2 FP8 samplers and Qwen3.6 BF16 trainer: valid_tokens=383715, valid throughput 1070.5 tok/s total and 33.5 tok/s/trainer GPU. P2P FP8 sync succeeded to all 16 endpoints, 67.91GB in 28.45s transfer; full sync wall stayed 102.77s because backend init/setup was 70.03s and prepare was not cached. This is correct but much slower than Qwen3.5 packed TP2 t36, mainly from Qwen3.6 trainer fwd/bwd and sync handler setup."
2026-05-17T06:37:20Z,opd-q36fp8-q35t-c4-1792p-long-05170618,running_long_after_step1,Qwen3.6-35B-A3B BF16 trainer + FP8 sampler,Qwen3.5-397B-A17B,1792,128,192,16,"001 046 061 089","100 122 125 096","075 077",true,338.2540977979661,293.14601521310396,68.5152628509095,207.92410825402476,99.95412888500141,"Long 200-step continuation of the validated packed-TP2 FP8 setup. Warmup step 0 and steady step 1 completed successfully and the run is intentionally left running. Step 1 valid_tokens=383972, valid throughput 1135.2 tok/s total and 35.5 tok/s/trainer GPU. P2P FP8 sync succeeded to all 16 endpoints, 67.91GB in 28.33s transfer; full sync wall remained about 99.95s. Do not delete unless intentionally stopping the long run."
2026-05-17T09:06:30Z,q36fp8-standalone-real-dummy-0517,debug_fp8_standalone_validation,Qwen3.6-35B-A3B FP8 TP2 SGLang,,,"",16,2,"059 060",,,false,,,,,,"Standalone real-weight FP8 TP2 SGLang without XORL produced coherent arithmetic and sanity outputs, so generic FP8 serving is not the source of live OPD garbage. Dummy FP8 TP2 with load-format=dummy and fp8_dummy_weight_block_size=[16,128] reproduced a CUTLASS scale-layout crash on first chat request. Patched SGLang to route non-[128,128] block sizes through Triton with UE8M0 scale unpacking; after restart the dummy no-sync pod returned HTTP 200 and stayed healthy. Keep the SGLang patch; next semantic validation is a P2P-synced dummy sampler with the patch loaded."
2026-05-17T09:48:07Z,opd-q36fp8-syncprobe-05170944,semantic_fail_after_successful_fp8_p2p_sync,Qwen3.6-35B-A3B BF16 trainer + FP8 dummy sampler,,,"",32,1,"001","060 061 122 089",,false,34.04120211699046,,,,34.04120211699046,"Direct sync-only probe with no OPD client, teacher, or Dispatch: P2P returned success for 31643 params to one TP2 endpoint, 67.91GB in 25.37s transfer and 34.04s handler wall. The patched dummy FP8 receiver served HTTP 200 after sync and response metadata carried the new weight_version, but trivial prompts like 2+2, digit-copy, and multiplication produced token soup. Transport and request path are working; continue debugging FP8 scale/layout semantics for noncanonical [16,128] receiver format."
2026-05-17T10:01:49Z,q36fp8-fp8-kernel-smoke-05171005,debug_kernel_smoke_pass,Qwen3.6-35B-A3B FP8 dummy receiver kernels,,,"",,1,"001",,,false,,,,,,"Direct H100 smoke tests against patched SGLang showed dense Triton block-FP8 linear with [16,128] has plausible error versus dequantized BF16 references, and Triton fused MoE is stable for [16,128]/[32,128]/[64,128]/[128,128]; [16,128] fused MoE relative mean error was 0.012849 with cosine 0.99989. The synced full-model token soup is therefore unlikely to be an isolated dense or MoE Triton kernel bug."
